종목코드,종목명,종가,대비,등락률,시장구분,업종명,시가총액,EPS,PER,BPS,PBR,주당배당금,배당수익률
74610,이엔플러스,3660,-35,-0.95,KOSPI,기계,1.87953E+11,NA,NA,1312,2.79,0,0
356860,티엘비,38200,-100,-0.26,KOSDAQ,일반전기전자,1.87803E+11,2912,13.12,14445,2.64,0,0
38070,서린바이오,22600,-650,-2.8,KOSDAQ,유통,1.87595E+11,614,36.81,7235,3.12,100,0.44
46140,SBS콘텐츠허브,8740,280,3.31,KOSDAQ,오락·문화,1.87591E+11,389,22.47,7102,1.23,0,0
136540,윈스,15350,-250,-1.6,KOSDAQ,소프트웨어,1.87449E+11,1663,9.23,10420,1.47,400,2.61
54950,제이브이엠,15500,-200,-1.27,KOSDAQ,기계·장비,1.87393E+11,482,32.16,11366,1.36,400,2.58
314930,바이오다인,30350,-550,-1.78,KOSDAQ,의료·정밀기기,1.87205E+11,NA,NA,1363,22.27,0,0
61040,알에프텍,5820,-160,-2.68,KOSDAQ,통신장비,1.86759E+11,NA,NA,5636,1.03,0,0
102280,쌍방울,711,-12,-1.66,KOSPI,섬유의복,1.86703E+11,NA,NA,900,0.79,0,0
111710,남화산업,9040,-70,-0.77,KOSDAQ,오락·문화,1.86116E+11,321,28.16,6819,1.33,100,1.11
13720,CBI,3515,40,1.15,KOSDAQ,운송장비·부품,1.85626E+11,NA,NA,485,7.25,0,0
42510,라온시큐어,4790,-300,-5.89,KOSDAQ,소프트웨어,1.85214E+11,NA,NA,836,5.73,0,0
86960,한컴MDS,20900,-850,-3.91,KOSDAQ,소프트웨어,1.84936E+11,512,40.82,13132,1.59,0,0
67080,대화제약,9920,-80,-0.8,KOSDAQ,제약,1.84677E+11,NA,NA,4415,2.25,150,1.51
300,대유플러스,1525,130,9.32,KOSPI,전기전자,1.84523E+11,NA,NA,825,1.85,0,0
100250,진양홀딩스,3295,5,0.15,KOSPI,화학,1.84175E+11,475,6.94,5815,0.57,170,5.16
100700,세운메디칼,4200,-80,-1.87,KOSDAQ,제약,1.84E+11,243,17.28,2328,1.8,50,1.19
36620,감성코퍼레이션,2380,-125,-4.99,KOSDAQ,유통,1.83935E+11,NA,NA,342,6.96,0,0
3830,대한화섬,138500,-1000,-0.72,KOSPI,화학,1.84E+11,14424,9.6,457234,0.3,410,0.3
4720,팜젠사이언스,12500,0,0,KOSPI,의약품,1.83912E+11,675,18.52,5677,2.2,0,0
88290,이원컴포텍,8090,350,4.52,KOSDAQ,운송장비·부품,1.83128E+11,NA,NA,573,14.12,0,0
339950,아이비김영,4070,-70,-1.69,KOSDAQ,기타서비스,1.82933E+11,NA,NA,649,6.27,0,0
234100,세원,5460,-150,-2.67,KOSDAQ,운송장비·부품,1.8281E+11,341,16.01,1920,2.84,0,0
168330,내츄럴엔도텍,5890,-130,-2.16,KOSDAQ,기타서비스,1.82762E+11,NA,NA,848,6.95,0,0
12800,대창,2000,-30,-1.48,KOSPI,철강금속,1.82281E+11,85,23.53,2086,0.96,0,0
4140,동방,4540,475,11.69,KOSPI,운수창고업,1.81472E+11,363,12.51,2763,1.64,0,0
84730,팅크웨어,17400,200,1.16,KOSDAQ,통신장비,1.81407E+11,901,19.31,15054,1.16,0,0
4540,깨끗한나라,4870,175,3.73,KOSPI,종이목재,1.81362E+11,1023,4.76,5765,0.84,100,2.05
23910,대한약품,30200,-50,-0.17,KOSDAQ,제약,1.81E+11,2897,10.42,30321,1,400,1.32
192250,케이사인,2555,-10,-0.39,KOSDAQ,소프트웨어,1.80565E+11,66,38.71,884,2.89,0,0
236200,슈프리마,25100,-50,-0.2,KOSDAQ,일반전기전자,1.80551E+11,1317,19.06,20277,1.24,0,0
8700,아남전자,2340,-40,-1.68,KOSPI,전기전자,1.80472E+11,71,32.96,767,3.05,0,0
300120,라온피플,17150,-450,-2.56,KOSDAQ,IT부품,1.80386E+11,NA,NA,5470,3.14,100,0.58
12170,아센디오,2840,-95,-3.24,KOSPI,서비스업,1.80366E+11,NA,NA,305,9.31,0,0
60240,룽투코리아,7090,690,10.78,KOSDAQ,디지털컨텐츠,1.80294E+11,113,62.74,3021,2.35,0,0
89470,HDC현대EP,5650,-90,-1.57,KOSPI,화학,1.80E+11,477,11.84,9177,0.62,140,2.48
17900,광전자,3100,-25,-0.8,KOSPI,전기전자,1.79626E+11,NA,NA,3448,0.9,0,0
282690,동아타이어,13050,0,0,KOSPI,화학,1.79216E+11,971,13.44,26714,0.49,800,6.13
68050,팬엔터테인먼트,6550,-740,-10.15,KOSDAQ,오락·문화,1.78474E+11,66,99.24,2495,2.63,0,0
126600,코프라,8450,-220,-2.54,KOSDAQ,화학,1.78427E+11,622,13.59,5620,1.5,100,1.18
66590,우수AMS,4995,-55,-1.09,KOSDAQ,운송장비·부품,1.77912E+11,NA,NA,2436,2.05,0,0
265560,영화테크,16600,-350,-2.06,KOSDAQ,운송장비·부품,1.77457E+11,42,395.24,4679,3.55,50,0.3
348030,모비릭스,19050,50,0.26,KOSDAQ,디지털컨텐츠,1.77241E+11,1098,17.35,4719,4.04,0,0
8040,사조동아원,1255,-5,-0.4,KOSPI,음식료품,1.77136E+11,73,17.19,1469,0.85,0,0
66980,이엔코퍼레이션,4590,-115,-2.44,KOSDAQ,디지털컨텐츠,1.77083E+11,NA,NA,1665,2.76,0,0
52330,코텍,11350,-200,-1.73,KOSDAQ,정보기기,1.76771E+11,NA,NA,19253,0.59,250,2.2
180,성창기업지주,2530,-30,-1.17,KOSPI,서비스업,1.76472E+11,78,32.44,7637,0.33,0,0
155650,와이엠씨,8830,-100,-1.12,KOSDAQ,IT부품,1.76374E+11,400,22.08,4268,2.07,150,1.7
40350,큐로컴,1400,-10,-0.71,KOSDAQ,컴퓨터서비스,1.76363E+11,NA,NA,442,3.17,0,0
14200,광림,2365,-40,-1.66,KOSDAQ,운송장비·부품,1.76345E+11,NA,NA,1279,1.85,0,0
71200,인피니트헬스케어,7220,-50,-0.69,KOSDAQ,소프트웨어,1.76142E+11,274,26.35,3737,1.93,0,0
79940,가비아,13000,50,0.39,KOSDAQ,인터넷,1.75964E+11,935,13.9,6528,1.99,60,0.46
134380,미원화학,80000,-300,-0.37,KOSPI,화학,1.75941E+11,6806,11.75,51337,1.56,2500,3.13
160980,싸이맥스,16100,-300,-1.83,KOSDAQ,반도체,1.7588E+11,2236,7.2,11606,1.39,350,2.17
109610,에스와이,3745,-70,-1.83,KOSDAQ,금속,1.7581E+11,NA,NA,3129,1.2,0,0
30960,양지사,11000,150,1.38,KOSDAQ,출판·매체복제,1.76E+11,8787,1.25,11820,0.93,50,0.45
49960,쎌바이오텍,18600,900,5.08,KOSDAQ,제약,1.75E+11,450,41.33,10637,1.75,450,2.42
47400,유니온머티리얼,4155,680,19.57,KOSPI,비금속광물,1.75E+11,NA,NA,1980,2.1,20,0.48
142280,녹십자엠에스,8240,-180,-2.14,KOSDAQ,제약,1.74006E+11,319,25.83,2674,3.08,0,0
46120,오르비텍,6950,-190,-2.66,KOSDAQ,기타서비스,1.73531E+11,NA,NA,1977,3.52,0,0
128540,에코캡,11900,-550,-4.42,KOSDAQ,운송장비·부품,1.7325E+11,NA,NA,3820,3.12,0,0
9190,대양금속,5480,180,3.4,KOSPI,철강금속,1.7292E+11,NA,NA,1790,3.06,0,0
204620,글로벌텍스프리,3545,-115,-3.14,KOSDAQ,금융,1.72772E+11,NA,NA,1823,1.94,0,0
156100,엘앤케이바이오,12900,-250,-1.9,KOSDAQ,의료·정밀기기,1.72766E+11,NA,NA,2199,5.87,0,0
353810,이지바이오,5040,30,0.6,KOSDAQ,음식료·담배,1.72326E+11,2476,2.04,996,5.06,75,1.49
8970,동양철관,1440,0,0,KOSPI,철강금속,1.71195E+11,59,24.41,736,1.96,0,0
41460,한국전자인증,9000,260,2.97,KOSDAQ,소프트웨어,1.71E+11,138,65.22,1877,4.79,61,0.68
361390,제노코,70000,3800,5.74,KOSDAQ,통신장비,1.7095E+11,873,80.18,4232,16.54,0,0
6380,카프로,4270,175,4.27,KOSPI,화학,1.71E+11,NA,NA,3095,1.38,0,0
208710,바이오로그디바이스,4100,520,14.53,KOSDAQ,IT부품,1.69869E+11,NA,NA,1304,3.14,0,0
27050,코리아나,4235,-100,-2.31,KOSDAQ,화학,1.69E+11,NA,NA,1963,2.16,0,0
53980,오상자이엘,9530,-40,-0.42,KOSDAQ,컴퓨터서비스,1.69137E+11,1307,7.29,3501,2.72,0,0
120240,대정화금,23500,250,1.08,KOSDAQ,화학,1.68974E+11,1256,18.71,17934,1.31,300,1.28
72870,메가스터디,14150,-300,-2.08,KOSDAQ,출판·매체복제,1.68682E+11,1786,7.92,23739,0.6,600,4.24
67290,JW신약,3830,-50,-1.29,KOSDAQ,제약,1.68278E+11,NA,NA,1288,2.97,0,0
57680,티사이언티픽,3580,-120,-3.24,KOSDAQ,디지털컨텐츠,1.68275E+11,16,223.75,1787,2,0,0
186230,그린플러스,15550,50,0.32,KOSDAQ,금속,1.68254E+11,NA,NA,3465,4.49,0,0
58970,엠로,31000,-2000,-6.06,KOSDAQ,소프트웨어,1.68208E+11,974,31.83,2596,11.94,0,0
67170,오텍,10900,0,0,KOSDAQ,운송장비·부품,1.67768E+11,287,37.98,9511,1.15,130,1.19
222040,코스맥스엔비티,8130,-110,-1.33,KOSDAQ,음식료·담배,1.67706E+11,NA,NA,2802,2.9,0,0
39340,한국경제TV,7270,0,0,KOSDAQ,방송서비스,1.67E+11,860,8.45,6009,1.21,130,1.79
255440,야스,12800,-100,-0.78,KOSDAQ,IT부품,1.67142E+11,899,14.24,12281,1.04,100,0.78
67390,아스트,6500,-160,-2.4,KOSDAQ,운송장비·부품,1.67021E+11,NA,NA,6206,1.05,0,0
291650,압타머사이언스,19700,-450,-2.23,KOSDAQ,기타서비스,1.66783E+11,NA,NA,3942,5,0,0
15020,이스타코,3890,40,1.04,KOSPI,서비스업,1.66693E+11,NA,NA,1139,3.42,0,0
241520,DSC인베스트먼트,5990,-110,-1.8,KOSDAQ,금융,1.6659E+11,890,6.73,2144,2.79,0,0
347000,센코,20150,-250,-1.23,KOSDAQ,일반전기전자,1.66263E+11,166,121.39,3989,5.05,0,0
44820,코스맥스비티아이,17300,-100,-0.57,KOSPI,기타금융,1.66148E+11,NA,NA,30308,0.57,200,1.16
91090,세원이앤씨,1140,10,0.88,KOSPI,기계,1.65882E+11,NA,NA,1229,0.93,0,0
163730,핑거,17950,-350,-1.91,KOSDAQ,소프트웨어,1.6584E+11,434,41.36,2201,8.16,0,0
80220,제주반도체,4805,-90,-1.84,KOSDAQ,반도체,1.65498E+11,253,18.99,2716,1.77,0,0
239890,피엔에이치테크,36600,-150,-0.41,KOSDAQ,화학,1.65286E+11,NA,NA,1538,23.8,0,0
7660,이수페타시스,4005,-95,-2.32,KOSPI,전기전자,1.6528E+11,NA,NA,1404,2.85,0,0
171120,라이온켐텍,8720,-100,-1.13,KOSDAQ,화학,1.64752E+11,427,20.42,5894,1.48,200,2.29
10040,한국내화,4010,-40,-0.99,KOSPI,비금속광물,1.64679E+11,66,60.76,6306,0.64,35,0.87
176440,에이치엔티,1920,0,0,KOSDAQ,IT부품,1.6462E+11,NA,NA,323,5.94,0,0
367000,플래티어,19900,-500,-2.45,KOSDAQ,소프트웨어,1.64567E+11,697,28.55,1314,15.14,0,0
119830,아이텍,9880,-120,-1.2,KOSDAQ,반도체,1.64272E+11,NA,NA,5477,1.8,0,0
215090,휴센텍,2045,185,9.95,KOSDAQ,의료·정밀기기,1.64202E+11,NA,NA,781,2.62,0,0
320,노루홀딩스,12350,-100,-0.8,KOSPI,기타금융,1.64146E+11,1343,9.2,27547,0.45,450,3.64
100840,SNT에너지,21850,-200,-0.91,KOSPI,기계,1.64022E+11,1414,15.45,31408,0.7,800,3.66
347770,핌스,21650,-600,-2.7,KOSDAQ,IT부품,1.64E+11,789,27.44,6573,3.29,0,0
123690,한국화장품,10200,-350,-3.32,KOSPI,유통업,1.63894E+11,NA,NA,1835,5.56,0,0
65530,와이어블,3100,-25,-0.8,KOSDAQ,통신서비스,1.64E+11,65,47.69,1342,2.31,50,1.61
276730,제주맥주,2900,-90,-3.01,KOSDAQ,음식료·담배,1.63837E+11,NA,NA,716,4.05,0,0
2460,화성산업,13150,-50,-0.38,KOSPI,건설업,1.63728E+11,2742,4.8,31644,0.42,650,4.94
66670,디스플레이텍,8750,-100,-1.13,KOSDAQ,IT부품,1.63554E+11,228,38.38,8103,1.08,80,0.91
205100,엑셈,4650,-200,-4.12,KOSDAQ,소프트웨어,1.63365E+11,248,18.75,2200,2.11,0,0
108380,대양전기공업,17050,100,0.59,KOSDAQ,운송장비·부품,1.63123E+11,1486,11.47,22895,0.74,200,1.17
2450,삼익악기,1800,-20,-1.1,KOSPI,기타제조업,1.62956E+11,120,15,2464,0.73,50,2.78
83930,아바코,10550,100,0.96,KOSDAQ,기계·장비,1.62605E+11,1083,9.74,9106,1.16,300,2.84
11090,에넥스,2705,130,5.05,KOSPI,기타제조업,1.62277E+11,NA,NA,754,3.59,0,0
105550,트루윈,8200,50,0.61,KOSDAQ,일반전기전자,1.62259E+11,54,151.85,2710,3.03,0,0
4090,한국석유,12750,-50,-0.39,KOSPI,비금속광물,1.6185E+11,546,23.35,11418,1.12,83,0.65
241710,코스메카코리아,15150,-350,-2.26,KOSDAQ,화학,1.62E+11,245,61.84,12150,1.25,0,0
126880,제이엔케이히터,6940,-20,-0.29,KOSDAQ,기계·장비,1.61042E+11,95,73.05,4418,1.57,0,0
173940,에프엔씨엔터,11200,-100,-0.88,KOSDAQ,오락·문화,1.60887E+11,NA,NA,4092,2.74,0,0
68790,DMS,6530,-10,-0.15,KOSDAQ,기계·장비,1.60462E+11,1718,3.8,9256,0.71,100,1.53
124560,태웅로직스,8210,20,0.24,KOSDAQ,운송,1.60397E+11,469,17.51,3023,2.72,50,0.61
60230,얍엑스,1850,-10,-0.54,KOSDAQ,IT부품,1.60292E+11,NA,NA,759,2.44,0,0
73560,우리손에프앤지,2310,-15,-0.65,KOSDAQ,음식료·담배,1.59939E+11,315,7.33,2951,0.78,25,1.08
860,강남제비스코,24600,-350,-1.4,KOSPI,화학,1.60E+11,3583,6.87,84026,0.29,500,2.03
33560,블루콤,9310,-30,-0.32,KOSDAQ,IT부품,1.59E+11,NA,NA,9149,1.02,0,0
140070,서플러스글로벌,4290,-65,-1.49,KOSDAQ,유통,1.58679E+11,327,13.12,3598,1.19,30,0.7
54670,대한뉴팜,11050,0,0,KOSDAQ,제약,1.58622E+11,NA,NA,3980,2.78,0,0
104540,코렌텍,13400,-300,-2.19,KOSDAQ,의료·정밀기기,1.58518E+11,148,90.54,3789,3.54,0,0
7280,한국특강,2975,-40,-1.33,KOSPI,철강금속,1.58396E+11,88,33.81,1825,1.63,0,0
72020,중앙백신,15900,100,0.63,KOSDAQ,제약,1.58E+11,320,49.69,8790,1.81,70,0.44
2630,오리엔트바이오,1335,-10,-0.74,KOSPI,의약품,1.58308E+11,NA,NA,418,3.19,0,0
352770,클리노믹스,11750,200,1.73,KOSDAQ,기타서비스,1.58274E+11,NA,NA,2998,3.92,0,0
230,일동홀딩스,13700,100,0.74,KOSPI,의약품,1.58103E+11,NA,NA,10633,1.29,100,0.73
3460,유화증권,2780,-10,-0.36,KOSPI,증권,1.57633E+11,83,33.49,6358,0.44,110,3.96
49080,기가레인,1980,-35,-1.74,KOSDAQ,반도체,1.56902E+11,NA,NA,698,2.84,0,0
226330,신테카바이오,11600,-550,-4.53,KOSDAQ,출판·매체복제,1.566E+11,NA,NA,3109,3.73,0,0
36560,영풍정밀,9930,-70,-0.7,KOSDAQ,기계·장비,1.56398E+11,847,11.72,17868,0.56,350,3.52
25750,한솔홈데코,1940,15,0.78,KOSPI,종이목재,1.56296E+11,7,277.14,1918,1.01,0,0
700,유수홀딩스,6000,-10,-0.17,KOSPI,서비스업,1.56251E+11,3202,1.87,11744,0.51,500,8.33
49550,잉크테크,8050,50,0.63,KOSDAQ,화학,1.56121E+11,NA,NA,2262,3.56,0,0
8250,이건산업,14250,50,0.35,KOSPI,종이목재,1.56075E+11,158,90.19,15750,0.9,200,1.4
65450,빅텍,5440,-100,-1.81,KOSDAQ,의료·정밀기기,1.55871E+11,106,51.32,1824,2.98,0,0
4150,한솔홀딩스,3705,-45,-1.2,KOSPI,기타금융,1.55642E+11,1695,2.19,11972,0.31,120,3.24
6740,영풍제지,7010,-20,-0.28,KOSPI,종이목재,1.56E+11,483,14.51,5692,1.23,40,0.57
138360,협진,4480,0,0,KOSDAQ,화학,1.55062E+11,NA,NA,1270,3.53,0,0
34300,신세계건설,38750,-200,-0.51,KOSPI,건설업,1.55E+11,3058,12.67,50598,0.77,800,2.06
274090,켄코아에어로스페이스,13150,-150,-1.13,KOSDAQ,운송장비·부품,1.54961E+11,NA,NA,3496,3.76,0,0
193250,와이제이엠게임즈,2705,-60,-2.17,KOSDAQ,IT부품,1.54682E+11,NA,NA,1161,2.33,0,0
347740,피엔케이피부임상연구센타,20600,-150,-0.72,KOSDAQ,기타서비스,1.54554E+11,1040,19.81,7414,2.78,0,0
14580,태경비케이,5600,-80,-1.41,KOSPI,비금속광물,1.54465E+11,167,33.53,4950,1.13,100,1.79
129890,앱코,15700,-600,-3.68,KOSDAQ,정보기기,1.54386E+11,2419,6.49,8225,1.91,0,0
12690,모나리자,4220,45,1.08,KOSPI,종이목재,1.54331E+11,217,19.45,1947,2.17,75,1.78
136510,쎄미시스코,22250,3000,15.58,KOSDAQ,기계·장비,1.54257E+11,NA,NA,746,29.83,0,0
71970,STX중공업,5430,-170,-3.04,KOSPI,기계,1.54027E+11,39,139.23,6131,0.89,0,0
65170,넥스트BT,1730,85,5.17,KOSDAQ,유통,1.53919E+11,NA,NA,760,2.28,0,0
43650,국순당,8610,0,0,KOSDAQ,음식료·담배,1.5376E+11,1181,7.29,12355,0.7,160,1.86
104200,NHN벅스,10350,360,3.6,KOSDAQ,디지털컨텐츠,1.53465E+11,NA,NA,4101,2.52,0,0
130580,나이스디앤비,9950,-10,-0.1,KOSDAQ,기타서비스,1.53E+11,698,14.26,4052,2.46,200,2.01
51980,중앙디앤엠,1800,170,10.43,KOSDAQ,화학,1.52869E+11,NA,NA,417,4.32,0,0
94360,칩스앤미디어,15850,-300,-1.86,KOSDAQ,반도체,1.52799E+11,200,79.25,3383,4.69,50,0.32
9320,대우부품,3205,-85,-2.58,KOSPI,운수장비,1.52707E+11,NA,NA,733,4.37,0,0
4080,신흥,16050,50,0.31,KOSPI,유통업,1.52E+11,1302,12.33,9573,1.68,200,1.25
46390,삼화네트웍스,3525,-205,-5.5,KOSDAQ,오락·문화,1.52185E+11,NA,NA,746,4.73,0,0
33170,시그네틱스,1775,-45,-2.47,KOSDAQ,반도체,1.52168E+11,NA,NA,1241,1.43,0,0
14190,원익큐브,4295,300,7.51,KOSDAQ,유통,1.52043E+11,87,49.37,2370,1.81,0,0
347890,엠투아이,9050,10,0.11,KOSDAQ,정보기기,1.52024E+11,631,14.34,3553,2.55,500,5.52
73640,테라사이언스,2070,20,0.98,KOSDAQ,금속,1.51845E+11,NA,NA,428,4.84,0,0
63440,SM Life Design,3355,20,0.6,KOSDAQ,출판·매체복제,1.51744E+11,NA,NA,1023,3.28,0,0
153710,옵티팜,10400,100,0.97,KOSDAQ,제약,1.5173E+11,NA,NA,2334,4.46,0,0
79960,동양이엔피,19250,-350,-1.79,KOSDAQ,IT부품,1.51E+11,3084,6.24,30463,0.63,400,2.08
200780,비씨월드제약,17000,-50,-0.29,KOSDAQ,제약,1.51171E+11,548,31.02,11436,1.49,100,0.59
236810,엔비티,17800,-300,-1.66,KOSDAQ,기타서비스,1.51081E+11,345,51.59,2571,6.92,0,0
14470,부방,2515,-35,-1.37,KOSDAQ,금융,1.51031E+11,NA,NA,2947,0.85,0,0
189860,서전기전,15450,50,0.32,KOSDAQ,일반전기전자,1.49846E+11,262,58.97,4125,3.75,30,0.19
6890,태경케미컬,12900,-550,-4.09,KOSPI,화학,1.50E+11,681,18.94,10707,1.2,200,1.55
14530,극동유화,4290,-60,-1.38,KOSPI,화학,1.4959E+11,213,20.14,4917,0.87,140,3.26
43220,에이치엘비파워,1640,-65,-3.81,KOSDAQ,기계·장비,1.49429E+11,7,234.29,448,3.66,0,0
72470,우리산업홀딩스,7900,-110,-1.37,KOSDAQ,운송장비·부품,1.4921E+11,106,74.53,6889,1.15,30,0.38
241790,오션브릿지,14900,1200,8.76,KOSDAQ,반도체,1.49039E+11,1440,10.35,7608,1.96,320,2.15
24810,이화전기,1785,-30,-1.65,KOSDAQ,IT부품,1.48983E+11,NA,NA,2650,0.67,0,0
23810,인팩,14850,-650,-4.19,KOSPI,운수장비,1.49E+11,337,44.07,9650,1.54,150,1.01
36090,위지트,1645,-35,-2.08,KOSDAQ,기계·장비,1.48431E+11,93,17.69,1006,1.64,0,0
16740,두올,4480,-60,-1.32,KOSPI,운수장비,1.48139E+11,163,27.48,5419,0.83,80,1.79
311690,천랩,37850,-2200,-5.49,KOSDAQ,기타서비스,1.47988E+11,NA,NA,8859,4.27,0,0
32850,비트컴퓨터,8900,-170,-1.87,KOSDAQ,소프트웨어,1.47947E+11,394,22.59,3288,2.71,61,0.69
64820,케이프,4780,0,0,KOSDAQ,운송장비·부품,1.4771E+11,316,15.13,5685,0.84,100,2.09
36010,아비코전자,11100,250,2.3,KOSDAQ,일반전기전자,1.47552E+11,NA,NA,7513,1.48,70,0.63
259630,엠플러스,12900,-350,-2.64,KOSDAQ,기계·장비,1.47091E+11,556,23.2,5221,2.47,100,0.78
261200,덴티스,9950,-30,-0.3,KOSDAQ,의료·정밀기기,1.46841E+11,NA,NA,1819,5.47,0,0
5430,한국공항,46200,-1400,-2.94,KOSPI,운수창고업,1.46286E+11,NA,NA,86072,0.54,0,0
108490,로보티즈,13000,-50,-0.38,KOSDAQ,소프트웨어,1.46E+11,NA,NA,5629,2.31,0,0
47080,한빛소프트,5880,100,1.73,KOSDAQ,디지털컨텐츠,1.45705E+11,NA,NA,665,8.84,0,0
7720,대명소노시즌,1445,-60,-3.99,KOSDAQ,유통,1.45657E+11,NA,NA,1595,0.91,0,0
9810,엔케이물산,1805,30,1.69,KOSPI,유통업,1.45514E+11,86,20.99,783,2.31,0,0
263700,케어랩스,8440,-60,-0.71,KOSDAQ,소프트웨어,1.45472E+11,288,29.31,5689,1.48,0,0
12200,계양전기,4460,-95,-2.09,KOSPI,기계,1.45E+11,294,15.17,5664,0.79,35,0.78
210540,디와이파워,13150,100,0.77,KOSPI,기계,1.45198E+11,2303,5.71,17122,0.77,220,1.67
35610,솔본,5300,-170,-3.11,KOSDAQ,기타서비스,1.44934E+11,64,82.81,5071,1.05,0,0
6340,대원전선,2040,40,2,KOSPI,전기전자,1.44875E+11,32,63.75,1159,1.76,0,0
158430,아톤,33250,-100,-0.3,KOSDAQ,소프트웨어,1.44756E+11,296,112.33,10995,3.02,0,0
58110,멕아이씨에스,9010,-210,-2.28,KOSDAQ,의료·정밀기기,1.44615E+11,1858,4.85,2674,3.37,144,1.6
239340,줌인터넷,5350,-110,-2.01,KOSDAQ,인터넷,1.44341E+11,44,121.59,996,5.37,0,0
315640,딥노이드,31500,-600,-1.87,KOSDAQ,소프트웨어,1.44226E+11,NA,NA,NA,NA,0,0
227950,엔투텍,2015,-60,-2.89,KOSDAQ,기계·장비,1.44196E+11,NA,NA,1138,1.77,0,0
179290,엠아이텍,4580,-90,-1.93,KOSDAQ,의료·정밀기기,1.44091E+11,217,21.11,1777,2.58,60,1.31
40300,YTN,3430,-10,-0.29,KOSDAQ,방송서비스,1.44E+11,186,18.44,4521,0.76,30,0.87
302430,이노메트리,14650,-200,-1.35,KOSDAQ,기계·장비,1.44056E+11,NA,NA,4880,3,0,0
1260,남광토건,14600,-300,-2.01,KOSPI,건설업,1.43502E+11,1401,10.42,6746,2.16,0,0
37330,인지디스플레,3265,-100,-2.97,KOSDAQ,IT부품,1.43285E+11,374,8.73,4090,0.8,100,3.06
123570,이엠넷,6420,-150,-2.28,KOSDAQ,기타서비스,1.43012E+11,320,20.06,2807,2.29,50,0.78
11320,유니크,7400,-70,-0.94,KOSDAQ,운송장비·부품,1.42973E+11,NA,NA,5173,1.43,0,0
32560,황금에스티,8890,-10,-0.11,KOSPI,철강금속,1.42E+11,1048,8.48,17074,0.52,100,1.12
51360,토비스,8500,-100,-1.16,KOSDAQ,정보기기,1.42095E+11,NA,NA,11013,0.77,0,0
910,유니온,9080,2090,29.9,KOSPI,비금속광물,1.41754E+11,951,9.55,8009,1.13,125,1.38
71670,에이테크솔루션,14150,-500,-3.41,KOSDAQ,기계·장비,1.42E+11,285,49.65,7188,1.97,0,0
4060,SG세계물산,699,-4,-0.57,KOSPI,유통업,1.41495E+11,NA,NA,969,0.72,0,0
13310,아진산업,3640,-150,-3.96,KOSDAQ,운송장비·부품,1.41256E+11,NA,NA,5295,0.69,0,0
89230,THE E&M,814,-2,-0.25,KOSDAQ,인터넷,1.41188E+11,NA,NA,518,1.57,0,0
42520,한스바이오메드,13950,-150,-1.06,KOSDAQ,제약,1.40937E+11,NA,NA,5972,2.34,0,0
12860,모베이스전자,2140,-30,-1.38,KOSDAQ,운송장비·부품,1.40819E+11,NA,NA,2652,0.81,0,0
307930,컴퍼니케이,9020,570,6.75,KOSDAQ,금융,1.40802E+11,632,14.27,3747,2.41,190,2.11
16250,SGC이테크건설,69500,200,0.29,KOSDAQ,건설,1.40685E+11,56262,1.24,69879,0.99,1500,2.16
270660,에브리봇,23050,-400,-1.71,KOSDAQ,일반전기전자,1.40505E+11,NA,NA,3245,7.1,0,0
330350,위더스제약,10650,-250,-2.29,KOSDAQ,제약,1.40459E+11,141,75.53,5829,1.83,48,0.45
11150,CJ씨푸드,3905,-20,-0.51,KOSPI,음식료품,1.4031E+11,58,67.33,1823,2.14,0,0
122310,제노레이,9640,0,0,KOSDAQ,의료·정밀기기,1.40299E+11,709,13.6,4571,2.11,120,1.24
50110,캠시스,1900,0,0,KOSDAQ,IT부품,1.40266E+11,NA,NA,1296,1.47,0,0
49720,고려신용정보,9800,-60,-0.61,KOSDAQ,기타서비스,1.40E+11,740,13.24,2041,4.8,275,2.81
52790,액토즈소프트,12350,-50,-0.4,KOSDAQ,디지털컨텐츠,1.39933E+11,1428,8.65,13355,0.92,0,0
9180,한솔로지스틱스,5090,80,1.6,KOSPI,운수창고업,1.3986E+11,316,16.11,1989,2.56,50,0.98
92870,엑시콘,13350,-200,-1.48,KOSDAQ,반도체,1.39856E+11,1253,10.65,9128,1.46,50,0.37
17550,수산중공업,2590,-70,-2.63,KOSPI,기계,1.39822E+11,78,33.21,1920,1.35,10,0.39
3350,한국화장품제조,30850,-1450,-4.49,KOSPI,화학,1.39812E+11,NA,NA,9768,3.16,0,0
13570,디와이,5300,-90,-1.67,KOSPI,기타금융,1.39494E+11,NA,NA,12760,0.42,100,1.89
36640,HRS,8480,-150,-1.74,KOSDAQ,화학,1.38689E+11,571,14.85,4964,1.71,150,1.77
7820,에스엠코어,6920,-110,-1.56,KOSDAQ,기계·장비,1.38635E+11,NA,NA,3483,1.99,70,1.01
12790,신일제약,12350,-200,-1.59,KOSDAQ,제약,1.38532E+11,699,17.67,9591,1.29,100,0.81
93520,매커스,8570,-190,-2.17,KOSDAQ,유통,1.38518E+11,650,13.18,3497,2.45,100,1.17
3650,미창석유,79500,-800,-1,KOSPI,화학,1.38304E+11,12962,6.13,159298,0.5,2100,2.64
78860,아이오케이,1550,-90,-5.49,KOSDAQ,오락·문화,1.3818E+11,NA,NA,1380,1.12,0,0
66310,큐에스아이,16250,-400,-2.4,KOSDAQ,반도체,1.3798E+11,16,1015.63,5958,2.73,50,0.31
