종목코드,종목명,종가,대비,등락률,시장구분,업종명,시가총액,EPS,PER,BPS,PBR,주당배당금,배당수익률
11040,경동제약,14100,-100,-0.7,KOSDAQ,제약,4.3384E+11,508,27.76,8521,1.65,500,3.55
84010,대한제강,17550,-50,-0.28,KOSPI,철강금속,4.3255E+11,2232,7.86,20068,0.87,300,1.71
161000,애경유화,13500,-550,-3.91,KOSPI,화학,4.33E+11,1407,9.59,12313,1.1,350,2.59
2990,금호건설,11800,-150,-1.26,KOSPI,건설업,4.3228E+11,741,15.92,10569,1.12,500,4.24
33180,KH 필룩스,3155,-40,-1.25,KOSPI,전기전자,4.31384E+11,NA,NA,2768,1.14,0,0
20,동화약품,15400,-250,-1.6,KOSPI,의약품,4.30145E+11,1033,14.91,11860,1.3,180,1.17
2020,코오롱,33950,300,0.89,KOSPI,기타금융,4.28667E+11,10889,3.12,52610,0.65,500,1.47
160550,NEW,15350,-1000,-6.12,KOSDAQ,오락·문화,4.28359E+11,NA,NA,3774,4.07,0,0
9410,태영건설,10950,-100,-0.9,KOSPI,건설업,4.25945E+11,9514,1.15,15974,0.69,325,2.97
33160,엠케이전자,19400,250,1.31,KOSDAQ,반도체,4.23069E+11,1325,14.64,16151,1.2,140,0.72
35890,서희건설,1830,-45,-2.4,KOSDAQ,건설,4.20549E+11,632,2.9,2260,0.81,40,2.19
95340,ISC,25400,-500,-1.93,KOSDAQ,반도체,4.20231E+11,454,55.95,12209,2.08,150,0.59
4430,송원산업,17450,-150,-0.85,KOSPI,화학,4.19E+11,1144,15.25,19113,0.91,120,0.69
365270,큐라클,30800,-650,-2.07,KOSDAQ,기타서비스,4.18355E+11,NA,NA,594,51.85,0,0
2310,아세아제지,46700,100,0.21,KOSPI,종이목재,4.18269E+11,6057,7.71,70731,0.66,700,1.5
100120,뷰웍스,41800,-700,-1.65,KOSDAQ,의료·정밀기기,4.18078E+11,2395,17.45,17022,2.46,450,1.08
24720,한국콜마홀딩스,22500,-550,-2.39,KOSPI,기타금융,4.17976E+11,6123,3.67,29717,0.76,205,0.91
94480,갤럭시아머니트리,10650,-600,-5.33,KOSDAQ,소프트웨어,4.17798E+11,103,103.4,2344,4.54,55,0.52
1630,종근당홀딩스,83200,-500,-0.6,KOSPI,의약품,4.1682E+11,15711,5.3,107821,0.77,1400,1.68
3620,쌍용차,2770,0,0,KOSPI,운수장비,4.15057E+11,NA,NA,NA,NA,0,0
102710,이엔에프테크놀로지,29000,-150,-0.51,KOSDAQ,화학,4.14347E+11,3332,8.7,21710,1.34,150,0.52
348150,고바이오랩,25450,-500,-1.93,KOSDAQ,기타서비스,4.14086E+11,NA,NA,3569,7.13,0,0
82740,HSD엔진,8840,-360,-3.91,KOSPI,기계,4.13016E+11,184,48.04,5892,1.5,0,0
32620,유비케어,7900,-190,-2.35,KOSDAQ,소프트웨어,4.12357E+11,123,64.23,2041,3.87,50,0.63
206640,바디텍메드,17500,550,3.24,KOSDAQ,제약,4.11015E+11,1978,8.85,5103,3.43,200,1.14
42600,새로닉스,32900,150,0.46,KOSDAQ,IT부품,4.08736E+11,NA,NA,6120,5.38,20,0.06
18000,유니슨,3355,-60,-1.76,KOSDAQ,기계·장비,4.08417E+11,NA,NA,625,5.37,0,0
4700,조광피혁,61300,-1900,-3.01,KOSPI,기타제조업,4.07592E+11,5532,11.08,47356,1.29,300,0.49
214870,뉴지랩파마,13250,-50,-0.38,KOSDAQ,유통,4.06335E+11,NA,NA,2166,6.12,0,0
9290,광동제약,7750,-110,-1.4,KOSPI,의약품,4.06262E+11,1119,6.93,9112,0.85,100,1.29
91120,이엠텍,25550,200,0.79,KOSDAQ,IT부품,4.05937E+11,62,412.1,11602,2.2,0,0
80580,오킨스전자,22900,-550,-2.35,KOSDAQ,반도체,4.04856E+11,28,817.86,1725,13.28,0,0
131370,알서포트,7600,-220,-2.81,KOSDAQ,디지털컨텐츠,4.0483E+11,NA,NA,1130,6.73,30,0.39
3060,에이프로젠제약,1015,-15,-1.46,KOSPI,의약품,4.04554E+11,35,29,1268,0.8,0,0
263050,유틸렉스,26100,-1050,-3.87,KOSDAQ,제약,4.04015E+11,NA,NA,3727,7,0,0
115450,지트리비앤티,14900,-800,-5.1,KOSDAQ,유통,4.03611E+11,NA,NA,3315,4.49,0,0
104700,한국철강,8760,-110,-1.24,KOSPI,철강금속,4.03E+11,NA,NA,15132,0.58,200,2.28
1500,현대차증권,12700,-150,-1.17,KOSPI,증권,4.0275E+11,2739,4.64,27500,0.46,675,5.31
104460,디와이피엔에프,37550,-500,-1.31,KOSDAQ,기계·장비,4.02297E+11,2716,13.83,8513,4.41,420,1.12
1520,동양,1680,35,2.13,KOSPI,비금속광물,4.00989E+11,NA,NA,3285,0.51,40,2.38
104830,원익머트리얼즈,31800,-350,-1.09,KOSDAQ,반도체,4.00934E+11,2628,12.1,26857,1.18,200,0.63
50890,쏠리드,6650,-80,-1.19,KOSDAQ,통신장비,4.00868E+11,NA,NA,2071,3.21,0,0
3300,한일홀딩스,13800,50,0.36,KOSPI,비금속광물,3.97658E+11,1677,8.23,46221,0.3,510,3.7
228670,레이,29850,-200,-0.67,KOSDAQ,의료·정밀기기,3.972E+11,594,50.25,4907,6.08,0,0
89030,테크윙,20350,-650,-3.1,KOSDAQ,반도체,3.94553E+11,1712,11.89,10478,1.94,230,1.13
92220,KEC,3380,-315,-8.53,KOSPI,전기전자,3.94469E+11,NA,NA,1394,2.42,0,0
30530,원익홀딩스,5100,-180,-3.41,KOSDAQ,기계·장비,3.93914E+11,1051,4.85,11095,0.46,0,0
86890,이수앱지스,11850,-200,-1.66,KOSDAQ,제약,3.93215E+11,NA,NA,1542,7.68,0,0
5950,이수화학,14050,-250,-1.75,KOSPI,화학,3.92832E+11,NA,NA,10682,1.32,300,2.14
51500,CJ프레시웨이,33000,-450,-1.35,KOSDAQ,유통,3.91762E+11,NA,NA,15839,2.08,0,0
122450,KMH,8640,-200,-2.26,KOSDAQ,방송서비스,3.91703E+11,718,12.03,5865,1.47,0,0
121440,골프존뉴딘홀딩스,9140,-110,-1.19,KOSDAQ,유통,3.91529E+11,659,13.87,10948,0.83,117,1.28
49070,인탑스,22750,-300,-1.3,KOSDAQ,IT부품,3.91E+11,2369,9.6,27150,0.84,250,1.1
299030,하나기술,52300,-600,-1.13,KOSDAQ,기계·장비,3.90847E+11,NA,NA,7360,7.11,0,0
237880,클리오,22450,-400,-1.75,KOSDAQ,화학,3.90473E+11,576,38.98,8925,2.52,100,0.45
119610,인터로조,30000,-400,-1.32,KOSDAQ,의료·정밀기기,3.89014E+11,1000,30,11239,2.67,300,1
99430,바이오플러스,26900,-550,-2,KOSDAQ,제약,3.86379E+11,389,69.15,2285,11.77,0,0
6490,인스코비,3510,-75,-2.09,KOSPI,통신업,3.85567E+11,26,135,356,9.86,0,0
30210,KTB투자증권,6350,-90,-1.4,KOSPI,증권,3.82994E+11,1162,5.46,8631,0.74,150,2.36
208640,썸에이지,2790,45,1.64,KOSDAQ,출판·매체복제,3.8127E+11,NA,NA,176,15.85,0,0
23410,유진기업,4925,-45,-0.91,KOSDAQ,비금속,3.80756E+11,692,7.12,10357,0.48,170,3.45
217330,싸이토젠,67200,200,0.3,KOSDAQ,기타서비스,3.80612E+11,NA,NA,3255,20.65,0,0
89010,켐트로닉스,25600,150,0.59,KOSDAQ,화학,3.80369E+11,1200,21.33,7619,3.36,250,0.98
4830,덕성,24250,750,3.19,KOSPI,화학,3.80E+11,232,104.53,3880,6.25,45,0.19
101160,월덱스,23000,-1000,-4.17,KOSDAQ,반도체,3.79753E+11,1321,17.41,6600,3.48,70,0.3
100790,미래에셋벤처투자,8220,-50,-0.6,KOSDAQ,금융,3.7973E+11,695,11.83,3926,2.09,155,1.89
89970,에이피티씨,16000,-700,-4.19,KOSDAQ,기계·장비,3.7921E+11,1112,14.39,3805,4.2,500,3.13
78160,메디포스트,23300,-650,-2.71,KOSDAQ,제약,3.78956E+11,NA,NA,7462,3.12,0,0
50,경방,13800,-50,-0.36,KOSPI,유통업,3.78331E+11,499,27.66,27063,0.51,125,0.91
95720,웅진씽크빅,3275,-105,-3.11,KOSPI,서비스업,3.78282E+11,8,409.38,3213,1.02,110,3.36
216050,인크로스,46950,-600,-1.26,KOSDAQ,기타서비스,3.78266E+11,1701,27.6,9251,5.08,0,0
4690,삼천리,93200,100,0.11,KOSPI,전기가스업,3.77928E+11,9248,10.08,317378,0.29,3000,3.22
36200,유니셈,12300,-500,-3.91,KOSDAQ,반도체,3.7717E+11,715,17.2,4799,2.56,80,0.65
317400,자이에스앤디,9680,-140,-1.43,KOSPI,서비스업,3.75415E+11,727,13.31,5653,1.71,150,1.55
272550,삼양패키징,26400,-500,-1.86,KOSPI,화학,3.75139E+11,2273,11.61,21657,1.22,1000,3.79
34950,한국기업평가,82300,100,0.12,KOSDAQ,기타서비스,3.73684E+11,4474,18.4,20617,3.99,2907,3.53
7860,서연,15850,-150,-0.94,KOSPI,기타금융,3.72156E+11,NA,NA,18291,0.87,50,0.32
220260,켐트로스,14000,550,4.09,KOSDAQ,화학,3.71816E+11,57,245.61,1749,8,0,0
119860,다나와,28400,-200,-0.7,KOSDAQ,인터넷,3.71325E+11,2387,11.9,10461,2.71,600,2.11
46440,KG모빌리언스,9540,-20,-0.21,KOSDAQ,소프트웨어,3.70396E+11,628,15.19,6842,1.39,220,2.31
75580,세진중공업,6510,-150,-2.25,KOSPI,운수장비,3.7009E+11,33,197.27,2720,2.39,150,2.3
41830,인바디,27000,-150,-0.55,KOSDAQ,의료·정밀기기,3.69462E+11,1335,20.22,10967,2.46,140,0.52
122900,아이마켓코리아,11050,150,1.38,KOSPI,유통업,3.69389E+11,672,16.44,10210,1.08,600,5.43
340570,티앤엘,45400,-900,-1.94,KOSDAQ,제약,3.69011E+11,1509,30.09,8853,5.13,400,0.88
1200,유진투자증권,3795,-55,-1.43,KOSPI,증권,3.67608E+11,797,4.76,8932,0.42,120,3.16
265520,AP시스템,24050,-50,-0.21,KOSDAQ,반도체,3.67518E+11,1736,13.85,9041,2.66,120,0.5
6060,화승인더,6640,-110,-1.63,KOSPI,화학,3.67325E+11,698,9.51,6374,1.04,188,2.83
3100,선광,55600,-200,-0.36,KOSDAQ,운송,3.67E+11,1152,48.26,45992,1.21,350,0.63
7810,코리아써키트,15500,-400,-2.52,KOSPI,전기전자,3.66122E+11,422,36.73,12532,1.24,0,0
293480,하나제약,20500,-150,-0.73,KOSPI,의약품,3.64345E+11,864,23.73,13083,1.57,510,2.49
17940,E1,53100,-600,-1.12,KOSPI,유통업,3.64E+11,10427,5.09,172701,0.31,2200,4.14
2960,한국쉘석유,280000,1500,0.54,KOSPI,화학,3.64E+11,16162,17.32,75474,3.71,14000,5
34810,해성산업,13800,-300,-2.13,KOSDAQ,금융,3.63717E+11,25207,0.55,32729,0.42,175,1.27
9680,모토닉,11000,50,0.46,KOSPI,운수장비,3.63E+11,679,16.2,12565,0.88,400,3.64
7460,에이프로젠 MED,1820,-90,-4.71,KOSPI,기계,3.62463E+11,NA,NA,1744,1.04,0,0
205500,액션스퀘어,8750,350,4.17,KOSDAQ,디지털컨텐츠,3.61661E+11,NA,NA,445,19.66,0,0
102940,코오롱생명과학,31650,-650,-2.01,KOSDAQ,제약,3.61201E+11,NA,NA,5078,6.23,0,0
44340,위닉스,20150,-300,-1.47,KOSDAQ,일반전기전자,3.6015E+11,2596,7.76,10504,1.92,500,2.48
5500,삼진제약,25900,200,0.78,KOSPI,의약품,3.60E+11,2266,11.43,15357,1.69,800,3.09
19680,대교,4250,-85,-1.96,KOSPI,서비스업,3.59987E+11,NA,NA,5333,0.8,100,2.35
72710,농심홀딩스,77600,-400,-0.51,KOSPI,기타금융,3.59893E+11,14746,5.26,209586,0.37,2000,2.58
11690,와이투솔루션,2440,0,0,KOSPI,전기전자,3.59255E+11,NA,NA,1090,2.24,0,0
84690,대상홀딩스,9920,-180,-1.78,KOSPI,기타금융,3.59228E+11,2360,4.2,17589,0.56,220,2.22
3220,대원제약,16900,600,3.68,KOSPI,의약품,3.587E+11,853,19.81,10084,1.68,160,0.95
16590,신대양제지,88900,1000,1.14,KOSPI,종이목재,3.58248E+11,10710,8.3,112846,0.79,625,0.7
214330,금호에이치티,2600,215,9.01,KOSPI,운수장비,3.57788E+11,NA,NA,1876,1.39,0,0
36630,세종텔레콤,597,5,0.84,KOSDAQ,통신서비스,3.56E+11,30,19.9,588,1.02,0,0
175250,아이큐어,38550,-800,-2.03,KOSDAQ,제약,3.5519E+11,NA,NA,12429,3.1,0,0
1780,알루코,3950,-40,-1,KOSPI,철강금속,3.54675E+11,NA,NA,2427,1.63,0,0
82920,비츠로셀,16450,50,0.3,KOSDAQ,IT부품,3.54319E+11,656,25.08,7235,2.27,120,0.73
249420,일동제약,14850,250,1.71,KOSPI,의약품,3.53479E+11,NA,NA,10694,1.39,0,0
138080,오이솔루션,33200,-950,-2.78,KOSDAQ,통신장비,3.5272E+11,1164,28.52,13835,2.4,300,0.9
480,조선내화,88100,-100,-0.11,KOSPI,비금속광물,3.52E+11,10421,8.45,154303,0.57,4200,4.77
58430,포스코강판,58400,600,1.04,KOSPI,철강금속,3.50E+11,1056,55.3,37210,1.57,500,0.86
297890,HB솔루션,21000,-400,-1.87,KOSDAQ,기계·장비,3.50181E+11,NA,NA,5127,4.1,0,0
33500,동성화인텍,12100,-300,-2.42,KOSDAQ,화학,3.50052E+11,808,14.98,3993,3.03,350,2.89
1360,삼성제약,5210,-720,-12.14,KOSPI,의약품,3.49914E+11,NA,NA,1981,2.63,0,0
9520,포스코엠텍,8400,280,3.45,KOSDAQ,금속,3.49799E+11,226,37.17,2315,3.63,80,0.95
84680,이월드,2465,-105,-4.09,KOSPI,기타제조업,3.49552E+11,NA,NA,2557,0.96,0,0
319400,현대무벡스,3305,-55,-1.64,KOSDAQ,기계·장비,3.47363E+11,14,236.07,1956,1.69,0,0
13360,일성건설,6400,-330,-4.9,KOSPI,건설업,3.45759E+11,49,130.61,1673,3.83,15,0.23
25770,한국정보통신,9210,-110,-1.18,KOSDAQ,통신서비스,3.44862E+11,291,31.65,5517,1.67,0,0
54620,APS홀딩스,16900,-650,-3.7,KOSDAQ,금융,3.44662E+11,NA,NA,8135,2.08,0,0
43610,지니뮤직,5920,-90,-1.5,KOSDAQ,디지털컨텐츠,3.44043E+11,163,36.32,2788,2.12,0,0
140,하이트진로홀딩스,14800,-250,-1.66,KOSPI,기타금융,3.4346E+11,3014,4.91,20817,0.71,400,2.7
194370,제이에스코퍼레이션,25750,350,1.38,KOSPI,기타제조업,3.43392E+11,189,136.24,11293,2.28,450,1.75
6840,AK홀딩스,25900,-550,-2.08,KOSPI,기타금융,3.43112E+11,NA,NA,50471,0.51,400,1.54
68290,삼성출판사,34150,-500,-1.44,KOSPI,서비스업,3.42E+11,5322,6.42,14285,2.39,200,0.59
31440,신세계푸드,88000,-2900,-3.19,KOSPI,서비스업,3.40778E+11,NA,NA,73152,1.2,750,0.85
4890,동일산업,140500,0,0,KOSPI,철강금속,3.40743E+11,3700,37.97,148639,0.95,1800,1.28
213500,한솔제지,14250,-150,-1.04,KOSPI,종이목재,3.39158E+11,2493,5.72,26670,0.53,700,4.91
79980,휴비스,9800,-60,-0.61,KOSPI,화학,3.38E+11,2497,3.92,13659,0.72,300,3.06
5960,동부건설,14850,-250,-1.66,KOSPI,건설업,3.37566E+11,1974,7.52,20042,0.74,900,6.06
36800,나이스정보통신,33700,-350,-1.03,KOSDAQ,통신서비스,3.37E+11,1441,23.39,24022,1.4,460,1.36
25950,동신건설,40000,-800,-1.96,KOSDAQ,건설,3.36E+11,NA,NA,10157,3.94,150,0.38
97780,에스맥,1185,15,1.28,KOSDAQ,IT부품,3.35971E+11,125,9.48,1109,1.07,0,0
16580,환인제약,18050,50,0.28,KOSPI,의약품,3.35731E+11,1532,11.78,15920,1.13,300,1.66
149950,아바텍,21500,-150,-0.69,KOSDAQ,IT부품,3.35561E+11,380,56.58,8924,2.41,100,0.47
47920,에이치엘비제약,15000,-1650,-9.91,KOSDAQ,기타서비스,3.35367E+11,NA,NA,2126,7.06,0,0
89600,나스미디어,34900,-500,-1.41,KOSDAQ,기타서비스,3.35211E+11,2457,14.2,17385,2.01,800,2.29
48870,시너지이노베이션,4210,-35,-0.82,KOSDAQ,의료·정밀기기,3.34841E+11,NA,NA,1080,3.9,0,0
1940,KISCO홀딩스,18100,-250,-1.36,KOSPI,철강금속,3.34422E+11,2260,8.01,45645,0.4,300,1.66
285490,노바텍,33150,1150,3.59,KOSDAQ,기타제조,3.3421E+11,2497,13.28,7086,4.68,300,0.9
29530,신도리코,33100,200,0.61,KOSPI,전기전자,3.33649E+11,NA,NA,84179,0.39,0,0
282880,코윈테크,35200,-1350,-3.69,KOSDAQ,기계·장비,3.33522E+11,276,127.54,10497,3.35,200,0.57
194700,노바렉스,37000,-2300,-5.85,KOSDAQ,음식료·담배,3.33138E+11,3162,11.7,12840,2.88,300,0.81
10690,화신,9530,360,3.93,KOSPI,운수장비,3.32792E+11,NA,NA,7321,1.3,50,0.52
332570,와이팜,8950,-50,-0.56,KOSDAQ,IT부품,3.32415E+11,199,44.97,2609,3.43,100,1.12
35510,신세계 I&C,193000,-8000,-3.98,KOSPI,서비스업,3.32E+11,52485,3.68,122866,1.57,2500,1.3
79430,현대리바트,16150,100,0.62,KOSPI,기타제조업,3.31645E+11,1322,12.22,23425,0.69,200,1.24
101360,이엔드디,32100,50,0.16,KOSDAQ,화학,3.31284E+11,409,78.48,5926,5.42,0,0
308080,바이젠셀,35000,0,0,KOSDAQ,제약,3.30249E+11,NA,NA,NA,NA,0,0
108230,톱텍,8680,-160,-1.81,KOSDAQ,기계·장비,3.30042E+11,294,29.52,9538,0.91,100,1.15
252990,샘씨엔에스,6580,-110,-1.64,KOSDAQ,반도체,3.30012E+11,156,42.18,61,107.87,0,0
107590,미원홀딩스,142000,1000,0.71,KOSPI,기타금융,3.29E+11,7557,18.79,70128,2.02,500,0.35
55490,테이팩스,69700,500,0.72,KOSPI,화학,3.2882E+11,2931,23.78,24253,2.87,500,0.72
2390,한독,23850,0,0,KOSPI,의약품,3.2826E+11,1958,12.18,27703,0.86,300,1.26
284620,카이노스메드,3110,10,0.32,KOSDAQ,기타서비스,3.27663E+11,NA,NA,118,26.36,0,0
3920,남양유업,455000,-500,-0.11,KOSPI,음식료품,3.28E+11,NA,NA,970716,0.47,1000,0.22
16450,한세예스24홀딩스,8150,-90,-1.09,KOSPI,섬유의복,3.26E+11,1385,5.88,9208,0.89,250,3.07
33240,자화전자,18100,-150,-0.82,KOSPI,전기전자,3.24E+11,NA,NA,15221,1.19,0,0
138580,비즈니스온,28450,4900,20.81,KOSDAQ,소프트웨어,3.2366E+11,326,87.27,5390,5.28,300,1.05
100130,동국S&C,5660,-190,-3.25,KOSDAQ,금속,3.23429E+11,63,89.84,4553,1.24,100,1.77
376980,원티드랩,34100,2350,7.4,KOSDAQ,소프트웨어,3.20749E+11,NA,NA,NA,NA,0,0
84650,랩지노믹스,27850,600,2.2,KOSDAQ,기타서비스,3.18885E+11,3896,7.15,7122,3.91,0,0
8350,남선알미늄,2890,-45,-1.53,KOSPI,철강금속,3.18418E+11,95,30.42,1716,1.68,0,0
93230,이아이디,381,-7,-1.8,KOSPI,유통업,3.18357E+11,NA,NA,199,1.91,0,0
15860,일진홀딩스,6390,-70,-1.08,KOSPI,기타금융,3.1533E+11,220,29.05,5870,1.09,100,1.56
38290,마크로젠,29400,350,1.2,KOSDAQ,기타서비스,3.15037E+11,9002,3.27,18637,1.58,300,1.02
281740,레이크머티리얼즈,4790,95,2.02,KOSDAQ,화학,3.14849E+11,31,154.52,614,7.8,0,0
29460,케이씨,23200,200,0.87,KOSPI,의료정밀,3.14454E+11,3851,6.02,43711,0.53,300,1.29
247660,나노씨엠에스,73100,0,0,KOSDAQ,일반전기전자,3.1352E+11,NA,NA,1861,39.28,0,0
13580,계룡건설,35050,-300,-0.85,KOSPI,건설업,3.13028E+11,10992,3.19,61926,0.57,600,1.71
277810,레인보우로보틱스,19350,-400,-2.03,KOSDAQ,기계·장비,3.12216E+11,NA,NA,502,38.55,0,0
251370,와이엠티,20850,50,0.24,KOSDAQ,화학,3.11811E+11,949,21.97,6639,3.14,0,0
234340,세틀뱅크,32850,-1000,-2.95,KOSDAQ,소프트웨어,3.10531E+11,1294,25.39,12456,2.64,350,1.07
64290,인텍플러스,24400,-400,-1.61,KOSDAQ,반도체,3.0983E+11,757,32.23,2432,10.03,100,0.41
245620,EDGC,3700,-145,-3.77,KOSDAQ,기타서비스,3.09664E+11,NA,NA,839,4.41,0,0
78070,유비쿼스홀딩스,16450,-400,-2.37,KOSDAQ,일반전기전자,3.0756E+11,578,28.46,11120,1.48,170,1.03
2780,진흥기업,2110,-25,-1.17,KOSPI,건설업,3.06945E+11,140,15.07,811,2.6,0,0
136490,선진,12900,-200,-1.53,KOSPI,음식료품,3.06757E+11,3516,3.67,15558,0.83,100,0.78
3570,SNT중공업,9200,90,0.99,KOSPI,운수장비,3.05925E+11,329,27.96,17967,0.51,300,3.26
27710,팜스토리,2745,180,7.02,KOSDAQ,음식료·담배,3.05839E+11,245,11.2,1850,1.48,50,1.82
38880,아이에이,1035,-20,-1.9,KOSDAQ,반도체,3.05086E+11,47,22.02,321,3.22,0,0
53290,NE능률,18450,-350,-1.86,KOSDAQ,출판·매체복제,3.0491E+11,68,271.32,3826,4.82,40,0.22
138610,나이벡,30650,50,0.16,KOSDAQ,제약,3.03526E+11,NA,NA,3215,9.53,0,0
51370,인터플렉스,13000,-200,-1.52,KOSDAQ,IT부품,3.03257E+11,NA,NA,7286,1.78,0,0
37070,파세코,21600,-100,-0.46,KOSDAQ,일반전기전자,3.02E+11,1014,21.3,6183,3.49,300,1.39
16610,DB금융투자,7090,70,1,KOSPI,증권,3.00945E+11,2327,3.05,18855,0.38,300,4.23
70960,용평리조트,6250,-210,-3.25,KOSPI,서비스업,3.00833E+11,NA,NA,7848,0.8,0,0
115960,연우,24250,-50,-0.21,KOSDAQ,화학,3.00652E+11,917,26.44,17635,1.38,190,0.78
11280,태림포장,4235,-30,-0.7,KOSPI,종이목재,2.99863E+11,43,98.49,4352,0.97,0,0
136480,하림,2820,-50,-1.74,KOSDAQ,음식료·담배,2.99511E+11,79,35.7,2676,1.05,0,0
37710,광주신세계,187000,-5000,-2.6,KOSPI,유통업,2.99E+11,27120,6.9,436417,0.43,3500,1.87
77360,덕산하이메탈,13150,-250,-1.87,KOSDAQ,일반전기전자,2.98748E+11,765,17.19,9563,1.38,0,0
337930,브랜드엑스코퍼레이션,10100,-350,-3.35,KOSDAQ,인터넷,2.98681E+11,278,36.33,2202,4.59,110,1.09
36530,SNT홀딩스,18300,200,1.1,KOSPI,기타금융,2.98361E+11,2533,7.22,52339,0.35,650,3.55
33530,세종공업,10650,-250,-2.29,KOSPI,운수장비,2.96293E+11,NA,NA,13953,0.76,50,0.47
357230,에이치피오,14850,-100,-0.67,KOSDAQ,음식료·담배,2.96082E+11,1070,13.88,3626,4.1,0,0
123860,아나패스,25700,150,0.59,KOSDAQ,반도체,2.96049E+11,NA,NA,1720,14.94,0,0
1790,대한제당,3295,0,0,KOSPI,음식료품,2.9555E+11,263,12.53,4974,0.66,180,5.46
241840,에이스토리,31000,-1250,-3.88,KOSDAQ,오락·문화,2.95485E+11,NA,NA,3296,9.41,0,0
101060,SBS미디어홀딩스,2110,-55,-2.54,KOSPI,서비스업,2.95181E+11,NA,NA,3617,0.58,0,0
19550,SBI인베스트먼트,1820,-15,-0.82,KOSDAQ,금융,2.94961E+11,86,21.16,673,2.7,0,0
17890,한국알콜,13650,-250,-1.8,KOSDAQ,화학,2.94919E+11,2478,5.51,17265,0.79,100,0.73
80420,모다이노칩,3695,-55,-1.47,KOSDAQ,IT부품,2.94571E+11,133,27.78,4371,0.85,0,0
5810,풍산홀딩스,28200,-150,-0.53,KOSPI,기타금융,2.93549E+11,1454,19.39,63127,0.45,1200,4.26
52710,아모텍,30100,-500,-1.63,KOSDAQ,IT부품,2.93277E+11,NA,NA,18815,1.6,0,0
122990,와이솔,10400,-100,-0.95,KOSDAQ,반도체,2.93144E+11,117,88.89,11971,0.87,250,2.4
4980,성신양회,11950,150,1.27,KOSPI,비금속광물,2.92967E+11,416,28.73,16113,0.74,150,1.26
166480,코아스템,18400,-400,-2.13,KOSDAQ,제약,2.91967E+11,NA,NA,2627,7,0,0
23160,태광,11000,-450,-3.93,KOSDAQ,금속,2.92E+11,NA,NA,15904,0.69,50,0.45
52260,현대바이오랜드,19400,-250,-1.27,KOSDAQ,화학,2.91E+11,NA,NA,9149,2.12,100,0.52
68930,디지털대성,9770,100,1.03,KOSDAQ,기타서비스,2.90491E+11,445,21.96,3790,2.58,300,3.07
144960,뉴파워프라즈마,6640,-80,-1.19,KOSDAQ,기계·장비,2.90119E+11,785,8.46,3932,1.69,50,0.75
32820,우리기술,2175,-70,-3.12,KOSDAQ,일반전기전자,2.8998E+11,NA,NA,404,5.38,0,0
2810,삼영무역,15700,0,0,KOSPI,유통업,2.89931E+11,1600,9.81,20537,0.76,500,3.18
182360,큐브엔터,21000,-500,-2.33,KOSDAQ,오락·문화,2.89898E+11,NA,NA,2660,7.89,0,0
35810,이지홀딩스,4435,-15,-0.34,KOSDAQ,음식료·담배,2.88922E+11,1634,2.71,8129,0.55,50,1.13
225530,보광산업,7950,-480,-5.69,KOSDAQ,비금속,2.88893E+11,237,33.54,2133,3.73,100,1.26
200230,텔콘RF제약,3295,-260,-7.31,KOSDAQ,통신장비,2.88342E+11,NA,NA,1044,3.16,0,0
23760,한국캐피탈,910,0,0,KOSDAQ,금융,2.87205E+11,103,8.83,972,0.94,25,2.75
49180,셀루메드,7250,-190,-2.55,KOSDAQ,제약,2.87151E+11,3,2416.67,814,8.91,0,0
53610,프로텍,26100,-400,-1.51,KOSDAQ,반도체,2.87E+11,1154,22.62,18741,1.39,300,1.15
9270,신원,2990,-100,-3.24,KOSPI,섬유의복,2.85751E+11,NA,NA,2204,1.36,0,0
77500,유니퀘스트,10450,-50,-0.48,KOSPI,유통업,2.85656E+11,897,11.65,8425,1.24,125,1.2
96040,이트론,544,-18,-3.2,KOSDAQ,정보기기,2.85382E+11,NA,NA,152,3.58,0,0
261780,차백신연구소,10750,100,0.94,KOSDAQ,기타서비스,2.84113E+11,NA,NA,70,153.57,0,0
25000,KPX케미칼,58700,0,0,KOSPI,화학,2.84E+11,13307,4.41,108169,0.54,2750,4.68
241690,유니테크노,11350,-850,-6.97,KOSDAQ,운송장비·부품,2.83881E+11,418,27.15,3194,3.55,0,0
306200,세아제강,1.00E+05,-2000,-1.96,KOSPI,철강금속,2.84E+11,11713,8.54,209869,0.48,2500,2.5
1470,삼부토건,2060,-30,-1.44,KOSPI,건설업,2.83366E+11,NA,NA,1397,1.47,0,0
143160,아이디스,26400,-50,-0.19,KOSDAQ,통신장비,2.82913E+11,1086,24.31,15085,1.75,300,1.14
230240,에치에프알,21950,50,0.23,KOSDAQ,통신장비,2.8276E+11,NA,NA,5742,3.82,0,0
12610,경인양행,6800,-100,-1.45,KOSPI,화학,2.82515E+11,NA,NA,5059,1.34,50,0.74
2900,TYM,1885,-180,-8.72,KOSPI,기계,2.82457E+11,29,65,934,2.02,0,0
60570,드림어스컴퍼니,4960,70,1.43,KOSDAQ,디지털컨텐츠,2.82025E+11,NA,NA,1685,2.94,0,0
11500,한농화성,18000,100,0.56,KOSPI,화학,2.81467E+11,849,21.2,8368,2.15,180,1
200710,에이디테크놀로지,21100,-650,-2.99,KOSDAQ,반도체,2.81259E+11,284,74.3,11032,1.91,70,0.33
